#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
inter-proximal_heterochromatin	centromere_X	Contig79	Contig142	100000-150000	11.399096621592738
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig140	500000-550000	11.399096621592738
centromere	centromere_X	Contig79	Y_Contig26	50000-100000	11.399096621592738
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig29	0-50000	11.399096621592738
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold3	0-50000	11.399096621592738
inter-distal_heterochromatin	centromere_X	Contig79	Contig94	0-12855	11.08430243250947
inter-proximal_heterochromatin	centromere_X	Contig79	3Cen_50_D1686_2	0-14583	9.770877581424209
euchromatin	centromere_X	Contig79	2L_1	10500000-10550000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_1	11350000-11400000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_1	14200000-14250000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_1	15200000-15250000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_1	15550000-15600000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_1	18050000-18100000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_1	18500000-18550000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_2	1100000-1150000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_2	1250000-1300000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_2	1350000-1400000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	2L_2	1700000-1750000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_2	500000-550000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_2	50000-100000	8.549322466194553
euchromatin	centromere_X	Contig79	2L_2	550000-600000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	2R_16	400000-450000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	2R_19	50000-100000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	2R_20	650000-700000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	150000-200000	8.549322466194553
euchromatin	centromere_X	Contig79	2R_21	5350000-5400000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3L_10	550000-600000	8.549322466194553
euchromatin	centromere_X	Contig79	3L_1	14500000-14550000	8.549322466194553
euchromatin	centromere_X	Contig79	3L_1	21600000-21650000	8.549322466194553
euchromatin	centromere_X	Contig79	3L_1	21700000-21750000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3L_1	23700000-23750000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3L_1	24150000-24200000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3L_4	1150000-1200000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3L_4	1400000-1450000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3L_4	1650000-1700000	8.549322466194553
euchromatin	centromere_X	Contig79	3R_28	2950000-3000000	8.549322466194553
euchromatin	centromere_X	Contig79	3R_28	3150000-3200000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1200000-1250000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1950000-2000000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	200000-250000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	2350000-2400000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	2650000-2700000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	900000-950000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold2	1100000-1150000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold2	200000-250000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold2	650000-700000	8.549322466194553
euchromatin	centromere_X	Contig79	4_2	200000-250000	8.549322466194553
euchromatin	centromere_X	Contig79	4_2	250000-300000	8.549322466194553
euchromatin	centromere_X	Contig79	4_2	400000-450000	8.549322466194553
euchromatin	centromere_X	Contig79	4_2	700000-750000	8.549322466194553
euchromatin	centromere_X	Contig79	4_2	900000-950000	8.549322466194553
euchromatin	centromere_X	Contig79	4_2	950000-1000000	8.549322466194553
distal_heterochromatin	centromere_X	Contig79	X_10	50000-100000	8.549322466194553
euchromatin	centromere_X	Contig79	X_1	6200000-6250000	8.549322466194553
inter-proximal_heterochromatin	centromere_X	Contig79	Y_Contig2	650000-700000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold5	500000-550000	8.549322466194553
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig52	0-39424	7.228526165275428
inter-proximal_heterochromatin	centromere_X	Contig79	tig00000039	0-42086	6.77131149407923
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold6	550000-574027	5.930357837845309
centromere	centromere_X	Contig79	tig00057289	0-24561	5.80142126826714
inter-proximal_heterochromatin	centromere_X	Contig79	Contig145	50000-99622	5.742965127157682
euchromatin	centromere_X	Contig79	2L_1	11050000-11100000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	11400000-11450000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	11950000-12000000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	12350000-12400000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	13650000-13700000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	15350000-15400000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	16550000-16600000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	16750000-16800000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	16800000-16850000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	17100000-17150000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	17550000-17600000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	17950000-18000000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	18550000-18600000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	18750000-18800000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	19150000-19200000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	19550000-19600000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	20100000-20150000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	20850000-20900000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	21000000-21050000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	21050000-21100000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	2900000-2950000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	2950000-3000000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	4100000-4150000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	5250000-5300000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	7000000-7050000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	7300000-7350000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	8250000-8300000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_1	9200000-9250000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_2	100000-150000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_2	1400000-1450000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_2	1450000-1500000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2L_2	1550000-1600000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2L_2	1800000-1850000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2L_2	1900000-1950000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_2	450000-500000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_2	750000-800000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_2	850000-900000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_2	900000-950000	5.699548310796369
euchromatin	centromere_X	Contig79	2L_2	950000-1000000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_18	300000-350000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_18	400000-450000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_19	100000-150000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_19	150000-200000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_19	200000-250000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_20	0-50000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_20	1300000-1350000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_20	1350000-1400000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_20	50000-100000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_20	750000-800000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_20	900000-950000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_20	950000-1000000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	1000000-1050000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	1100000-1150000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	12250000-12300000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	1300000-1350000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	15050000-15100000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	1600000-1650000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	1650000-1700000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	17200000-17250000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	18200000-18250000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	18750000-18800000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	2050000-2100000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	2250000-2300000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	2350000-2400000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	2500000-2550000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	3150000-3200000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	3750000-3800000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	400000-450000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	4800000-4850000	5.699548310796369
euchromatin	centromere_X	Contig79	2R_21	4900000-4950000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	550000-600000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	750000-800000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	2R_21	850000-900000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_10	1000000-1050000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_10	1150000-1200000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_10	1250000-1300000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_10	350000-400000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	10850000-10900000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	11100000-11150000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	13250000-13300000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	14000000-14050000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	14300000-14350000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	14400000-14450000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	150000-200000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	15750000-15800000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	16600000-16650000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	19150000-19200000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	20350000-20400000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	20650000-20700000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	20800000-20850000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	21100000-21150000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	21350000-21400000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	22400000-22450000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	22700000-22750000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_1	23550000-23600000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_1	23600000-23650000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_1	24000000-24050000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	5250000-5300000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	5450000-5500000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	600000-650000	5.699548310796369
euchromatin	centromere_X	Contig79	3L_1	8850000-8900000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_4	1700000-1750000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_4	300000-350000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3L_4	950000-1000000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	13400000-13450000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	13700000-13750000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	15200000-15250000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	17550000-17600000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	17650000-17700000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	20500000-20550000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	21150000-21200000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	21200000-21250000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	2700000-2750000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	3650000-3700000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	3900000-3950000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	4900000-4950000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	500000-550000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	5500000-5550000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	550000-600000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	5750000-5800000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	7800000-7850000	5.699548310796369
euchromatin	centromere_X	Contig79	3R_28	9650000-9700000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	0-50000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1000000-1050000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1350000-1400000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1450000-1500000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1500000-1550000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1600000-1650000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1750000-1800000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	1900000-1950000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	2050000-2100000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	2300000-2350000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	2750000-2800000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	300000-350000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	450000-500000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	550000-600000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	600000-650000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold1	950000-1000000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold2	1600000-1650000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold2	400000-450000	5.699548310796369
euchromatin	centromere_X	Contig79	4_2	150000-200000	5.699548310796369
euchromatin	centromere_X	Contig79	4_2	300000-350000	5.699548310796369
euchromatin	centromere_X	Contig79	4_2	650000-700000	5.699548310796369
distal_heterochromatin	centromere_X	Contig79	Contig5	250000-300000	5.699548310796369
distal_heterochromatin	centromere_X	Contig79	Contig5	50000-100000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	Contig9	150000-200000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	1000000-1050000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	10200000-10250000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	12000000-12050000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	13250000-13300000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	13950000-14000000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	14800000-14850000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	16100000-16150000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	17350000-17400000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	19850000-19900000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	21050000-21100000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	21350000-21400000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	21700000-21750000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	3250000-3300000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	3350000-3400000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	5250000-5300000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	7300000-7350000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	9550000-9600000	5.699548310796369
euchromatin	centromere_X	Contig79	X_1	9800000-9850000	5.699548310796369
distal_heterochromatin	centromere_X	Contig79	X3X4_6_D1712_2	0-50000	5.699548310796369
distal_heterochromatin	centromere_X	Contig79	X_7	500000-550000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig127	0-50000	5.699548310796369
inter-proximal_heterochromatin	centromere_X	Contig79	Y_Contig2	950000-1000000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold4	850000-900000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold6	400000-450000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	1450000-1500000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	600000-650000	5.699548310796369
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold7	800000-850000	5.699548310796369
inter-proximal_heterochromatin	centromere_X	Contig79	3Cen_36_D1605_1	0-27124	5.25323358538229
inter-proximal_heterochromatin	centromere_X	Contig79	3R_1	0-27264	5.226258354236695
inter-proximal_heterochromatin	centromere_X	Contig79	tig00022795	0-30745	4.634532697020954
inter-distal_heterochromatin	centromere_X	Contig79	3L_10	1300000-1333836	4.211156985752135
inter-distal_heterochromatin	centromere_X	Contig79	Y_Contig97	0-34309	4.153099996208261
inter-distal_heterochromatin	centromere_X	Contig79	3_scaffold2	1700000-1735083	4.06147443975456
distal_heterochromatin	centromere_X	Contig79	Contig5	500000-535166	4.051888408403266
inter-distal_heterochromatin	centromere_X	Contig79	Y_scaffold3	200000-235319	4.0343358467088315
inter-proximal_heterochromatin	centromere_X	Contig79	Contig11	300000-338657	3.6859742807230056
inter-distal_heterochromatin	centromere_X	Contig79	2L_2	2000000-2041562	3.4283409790171127
inter-proximal_heterochromatin	centromere_X	Contig79	3R_6	0-45849	3.1077822366880246
euchromatin	centromere_X	Contig79	2L_1	10000000-10050000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	10200000-10250000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	11000000-11050000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	1100000-1150000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	11150000-11200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	11250000-11300000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	11300000-11350000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	1150000-1200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	12000000-12050000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	12250000-12300000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	12600000-12650000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	12800000-12850000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	13300000-13350000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	13450000-13500000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	13500000-13550000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	13600000-13650000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	13950000-14000000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	14000000-14050000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	14050000-14100000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	14100000-14150000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	14400000-14450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	14700000-14750000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	14750000-14800000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	14800000-14850000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	15000000-15050000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	15150000-15200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	15900000-15950000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	15950000-16000000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	16000000-16050000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	16100000-16150000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	16150000-16200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	16400000-16450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	16450000-16500000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	16500000-16550000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	17000000-17050000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	17250000-17300000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	17300000-17350000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	17350000-17400000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	17400000-17450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	17750000-17800000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	17800000-17850000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	17900000-17950000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	18100000-18150000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	18250000-18300000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	18450000-18500000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	1850000-1900000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	18850000-18900000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	18900000-18950000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	19050000-19100000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	19100000-19150000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	19800000-19850000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	20050000-20100000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	20350000-20400000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	20600000-20650000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	20700000-20750000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	20900000-20950000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	21150000-21200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	21250000-21300000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	21350000-21400000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	21400000-21450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	2400000-2450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	2550000-2600000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	2850000-2900000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	3050000-3100000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	3150000-3200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	3200000-3250000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	3400000-3450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	3500000-3550000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	3650000-3700000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	3800000-3850000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	400000-450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	4150000-4200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	4300000-4350000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	4650000-4700000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	4700000-4750000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	4850000-4900000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	5150000-5200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	5900000-5950000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	6000000-6050000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	6350000-6400000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	6400000-6450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	6800000-6850000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	7250000-7300000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	7600000-7650000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	7800000-7850000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	7850000-7900000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	7950000-8000000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	8050000-8100000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	8100000-8150000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	8350000-8400000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	8450000-8500000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	900000-950000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	9400000-9450000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	9450000-9500000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	950000-1000000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	9850000-9900000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_1	9950000-10000000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_2	0-50000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_2	1150000-1200000	2.8497741553981846
euchromatin	centromere_X	Contig79	2L_2	1300000-1350000	2.8497741553981846
inter-distal_heterochromatin	centromere_X	Contig79	2L_2	1600000-1650000	2.8497741553981846
