#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold4	2850000-2900000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold4	550000-600000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold4	600000-650000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold5	250000-300000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold5	300000-350000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold6	150000-200000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	1100000-1150000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	1300000-1350000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	1400000-1450000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	400000-450000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	750000-800000	6.388823817535192
inter-distal_heterochromatin	centromere_4	Contig119	2R_19	400000-416897	6.301733855650108
inter-distal_heterochromatin	centromere_4	Contig119	Contig135	400000-439355	5.411276684483286
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig132	0-23371	4.556090751740185
euchromatin	centromere_4	Contig119	2L_1	21450000-21497588	4.475094433845502
euchromatin	centromere_4	Contig119	2L_1	1000000-1050000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	10200000-10250000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	10550000-10600000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	10700000-10750000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	10750000-10800000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	10800000-10850000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	10900000-10950000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	10950000-11000000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	11600000-11650000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	11750000-11800000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	11850000-11900000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	11950000-12000000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1200000-1250000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	12100000-12150000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	12200000-12250000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	12500000-12550000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1250000-1300000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	12700000-12750000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	12750000-12800000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	12800000-12850000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	12900000-12950000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1300000-1350000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	13050000-13100000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	13200000-13250000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	13400000-13450000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1350000-1400000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	13950000-14000000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	14450000-14500000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	14500000-14550000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	14550000-14600000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	14650000-14700000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	14700000-14750000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	14800000-14850000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1500000-1550000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	15450000-15500000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1600000-1650000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	16200000-16250000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	17000000-17050000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	17450000-17500000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	17700000-17750000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	17850000-17900000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	17950000-18000000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1800000-1850000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	18350000-18400000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1850000-1900000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	18550000-18600000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	1900000-1950000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	19150000-19200000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	19300000-19350000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	19350000-19400000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	19550000-19600000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	19650000-19700000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	20500000-20550000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	20700000-20750000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	20800000-20850000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	2100000-2150000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	21100000-21150000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	2200000-2250000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	250000-300000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	2800000-2850000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	3050000-3100000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	3450000-3500000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	3600000-3650000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	3700000-3750000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	3850000-3900000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	4350000-4400000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	4500000-4550000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	4600000-4650000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	4650000-4700000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	4850000-4900000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	4900000-4950000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	4950000-5000000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	5000000-5050000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	500000-550000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	5150000-5200000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	5450000-5500000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	550000-600000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	5600000-5650000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	5650000-5700000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	6150000-6200000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	6350000-6400000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	6550000-6600000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	7150000-7200000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	7550000-7600000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	7950000-8000000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	800000-850000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	8100000-8150000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	8250000-8300000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	8700000-8750000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	8850000-8900000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9000000-9050000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	900000-950000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9050000-9100000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9150000-9200000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9200000-9250000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9350000-9400000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9400000-9450000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9500000-9550000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	950000-1000000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9550000-9600000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9600000-9650000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9850000-9900000	4.259215878356795
euchromatin	centromere_4	Contig119	2L_1	9900000-9950000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_20	1400000-1450000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_20	1550000-1600000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_20	1600000-1650000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_20	550000-600000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_20	600000-650000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_20	750000-800000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	10100000-10150000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	10150000-10200000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	10700000-10750000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	10900000-10950000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	11150000-11200000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	11200000-11250000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	11250000-11300000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	11300000-11350000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	12050000-12100000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	12450000-12500000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	12700000-12750000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	13000000-13050000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	13050000-13100000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	13150000-13200000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	13200000-13250000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	14350000-14400000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	14750000-14800000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	14800000-14850000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_21	1500000-1550000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	15200000-15250000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	15250000-15300000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	15300000-15350000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	15450000-15500000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	15500000-15550000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	15800000-15850000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	15950000-16000000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	16000000-16050000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	16250000-16300000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	16300000-16350000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	16800000-16850000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	16900000-16950000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	17050000-17100000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	17450000-17500000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	17550000-17600000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	18100000-18150000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	18350000-18400000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	18450000-18500000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	18650000-18700000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	18800000-18850000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	18850000-18900000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	19150000-19200000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	19700000-19750000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	20000000-20050000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	20150000-20200000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	20300000-20350000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	20450000-20500000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	20600000-20650000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	20750000-20800000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	20850000-20900000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	21000000-21050000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	21050000-21100000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	21450000-21500000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	2600000-2650000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	3050000-3100000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	3100000-3150000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	3350000-3400000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	3900000-3950000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	4250000-4300000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_21	50000-100000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	5200000-5250000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	5650000-5700000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	5800000-5850000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	6000000-6050000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	6150000-6200000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	6200000-6250000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	6800000-6850000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	6850000-6900000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	2R_21	700000-750000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	7100000-7150000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	7250000-7300000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	7400000-7450000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	7500000-7550000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	7550000-7600000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	7600000-7650000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	7850000-7900000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	8000000-8050000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	8450000-8500000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	8700000-8750000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	8900000-8950000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	9200000-9250000	4.259215878356795
euchromatin	centromere_4	Contig119	2R_21	9600000-9650000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	10000000-10050000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	100000-150000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	10100000-10150000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	10500000-10550000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	1050000-1100000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	10650000-10700000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	10750000-10800000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	10800000-10850000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	11250000-11300000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	11550000-11600000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	12100000-12150000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	12150000-12200000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	12500000-12550000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	12650000-12700000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	12800000-12850000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	12850000-12900000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	13100000-13150000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	13150000-13200000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	13200000-13250000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	13250000-13300000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	13750000-13800000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	1400000-1450000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	14150000-14200000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	1450000-1500000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	14800000-14850000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	14850000-14900000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	15400000-15450000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	15450000-15500000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	1550000-1600000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	16000000-16050000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	16250000-16300000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	16550000-16600000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	16800000-16850000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	17200000-17250000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	17600000-17650000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	17750000-17800000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	17800000-17850000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	18200000-18250000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	18450000-18500000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	18500000-18550000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	18550000-18600000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	18900000-18950000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	19000000-19050000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	19100000-19150000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	200000-250000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	20700000-20750000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	2100000-2150000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	2200000-2250000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	22100000-22150000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	22150000-22200000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	22450000-22500000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	2250000-2300000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	22800000-22850000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	250000-300000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	2600000-2650000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	2650000-2700000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	2750000-2800000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	2800000-2850000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	2850000-2900000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	3050000-3100000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	3550000-3600000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	4000000-4050000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	4300000-4350000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	4350000-4400000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	4600000-4650000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	4650000-4700000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	4750000-4800000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	4850000-4900000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	5250000-5300000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	5500000-5550000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	5950000-6000000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	6000000-6050000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	6200000-6250000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	6450000-6500000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	6650000-6700000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	6750000-6800000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	6900000-6950000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	7200000-7250000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	7250000-7300000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	7300000-7350000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	7850000-7900000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	8100000-8150000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	8600000-8650000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	900000-950000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	9050000-9100000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	9300000-9350000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	9650000-9700000	4.259215878356795
euchromatin	centromere_4	Contig119	3L_1	9900000-9950000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	3L_5	350000-400000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	10100000-10150000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	10450000-10500000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	10500000-10550000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	10700000-10750000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	10900000-10950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	11450000-11500000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	11550000-11600000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	11800000-11850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	12050000-12100000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	12300000-12350000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	12400000-12450000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	12500000-12550000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	12550000-12600000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	12800000-12850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	12850000-12900000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	12950000-13000000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	13000000-13050000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	13150000-13200000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14250000-14300000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14350000-14400000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14400000-14450000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14550000-14600000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14650000-14700000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14750000-14800000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14850000-14900000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14900000-14950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	14950000-15000000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	1500000-1550000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	15800000-15850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	15900000-15950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	16250000-16300000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	16400000-16450000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	16550000-16600000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	17350000-17400000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	17400000-17450000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	1750000-1800000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	17800000-17850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	18000000-18050000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	18250000-18300000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	18350000-18400000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	18900000-18950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	1950000-2000000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	19600000-19650000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	20200000-20250000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	20250000-20300000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	20700000-20750000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	20800000-20850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	20900000-20950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	21150000-21200000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	21300000-21350000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	21450000-21500000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	21550000-21600000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	21600000-21650000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	22000000-22050000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	22250000-22300000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	22900000-22950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	23200000-23250000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	23400000-23450000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	23450000-23500000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	2350000-2400000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	23650000-23700000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	23750000-23800000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	23800000-23850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	23850000-23900000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	23900000-23950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	24150000-24200000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	24450000-24500000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	24600000-24650000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	24700000-24750000	4.259215878356795
